url,local_path,filename,dimensions,file_size,alt_text,hash,is_duplicate,page_first_seen
https://www.freyerinternational.com/images/Our Network Partners/SCN.png,freyer-forensics/raw/images/SCN.png,SCN.png,2033x781,225506,,d3aa7f35d49e1d945c5b7b85959356ba7477887cf8b3f6115505dad6613601f2,False,https://www.freyerinternational.com//network partners
https://www.freyerinternational.com/images/Our Network Partners/FDX.jpg,freyer-forensics/raw/images/FDX.jpg,FDX.jpg,609x409,15214,,74075fcf7946dff76ea966cfb76bf23983e6f03bf1717c062af7c6fb2cbb9a49,False,https://www.freyerinternational.com//network partners
https://www.freyerinternational.com/images/logo.png,freyer-forensics/raw/images/logo.png,logo.png,146x90,14139,,05f92aef117d55bd1af79b6e2c1d898dcb07418cdf8b8d66476ceb53fb7ce3ae,True,https://www.freyerinternational.com/career-plus.php
https://www.freyerinternational.com/images/slide1.jpg,freyer-forensics/raw/images/slide1.jpg,slide1.jpg,1920x1280,1401344,,40d8a63ff44052b4c9fae6db229833ab1b15203d1417d719aaf4715f846dbddd,False,__.html
https://www.freyerinternational.com/images/slide2.jpg,freyer-forensics/raw/images/slide2.jpg,slide2.jpg,1920x1280,666127,,15eb70fee9ac943c938f019cd98e6b7658db4b980c686e35b8e860dac84acdf5,False,__.html
https://www.freyerinternational.com/images/slide3.jpg,freyer-forensics/raw/images/slide3.jpg,slide3.jpg,1920x1280,737665,,4b32e254c46973d80fe99c45ee6cddba0de26f4abc0a5a48eec2778332c8f3c6,False,__.html
https://www.freyerinternational.com/images/slide4.jpg,freyer-forensics/raw/images/slide4.jpg,slide4.jpg,1920x1280,2358945,,0dd89b0f9ed433ab4edf54515998c691c8b10cb614f130abbfbe81c569bfc35c,False,__.html
https://www.freyerinternational.com/images/slide5.jpg,freyer-forensics/raw/images/slide5.jpg,slide5.jpg,1920x1280,1053099,,40defbb0c39fce20d6d75858b6a0fa722728912154947c5629061b77b7152118,False,__.html
https://www.freyerinternational.com/images/slide6.jpg,freyer-forensics/raw/images/slide6.jpg,slide6.jpg,1920x1280,1230292,,91bd6b8be9c7a84e103579211e473f5a179143830a9eafc1d7b2307e58380715,False,__.html
https://www.freyerinternational.com/images/Careers.jpg,freyer-forensics/raw/images/Careers.jpg,Careers.jpg,1920x1282,417138,,597bac6cf72d8ed66d4e226b8d509ed21daa871f83f28622d3c301e2a29c8747,False,__careers.html
https://www.freyerinternational.com/images/emp-colour.jpg,freyer-forensics/raw/images/emp-colour.jpg,emp-colour.jpg,600x450,20054,,db2ffc8f655975b8a23de9506a91f17208a5aa628d0d4cf3298736abbfb8f574,False,__gallery.html
https://www.freyerinternational.com/images/Project-Cargo.jpg,freyer-forensics/raw/images/Project-Cargo.jpg,Project-Cargo.jpg,1920x1280,560262,,c23e4e06e5d7c574b21d8ff9f79e0a41d7092d75554877c58da8e59a228a150c,True,__services_project_cargo.html
