url,local_path,filename,type,mime_type,dimensions,width,height,file_size,page_first_seen,alt_text,hash,is_duplicate
https://www.freyerinternational.com//images/project/8.1.jpg,freyer-forensics/raw/images/8.1.jpg,8.1.jpg,images,image/jpeg,780x750,780,750,126179,https://www.freyerinternational.com//project,,a28e19c1734a1cc652e26664191fbd71964439b211c2eab9a0113b271a843c63,False
https://www.freyerinternational.com//images/project/8.2.jpg,freyer-forensics/raw/images/8.2.jpg,8.2.jpg,images,image/jpeg,784x701,784,701,120972,https://www.freyerinternational.com//project,,36903ee43a68f97c672643ad86c9af0a09f3b04bf3b0f8446c4ab05997a09e98,False
https://www.freyerinternational.com//images/project/8.3.jpg,freyer-forensics/raw/images/8.3.jpg,8.3.jpg,images,image/jpeg,790x700,790,700,129198,https://www.freyerinternational.com//project,,4ebcf6e7b0c7c5fb1d07975053c5255c21b249c4968963aab6421aa0f65d96c2,False
https://www.freyerinternational.com//images/project/8.4.jpg,freyer-forensics/raw/images/8.4.jpg,8.4.jpg,images,image/jpeg,750x742,750,742,170862,https://www.freyerinternational.com//project,,d15bdaf6627d780e77cc58903ea407fe0f89516e621b9a947190f033065a8aab,False
https://www.freyerinternational.com//images/project/9.1.jpg,freyer-forensics/raw/images/9.1.jpg,9.1.jpg,images,image/jpeg,1074x894,1074,894,139355,https://www.freyerinternational.com//project,,d0f7661773c11f7e7d5b2228abf9f58b1d4c5a1b903962ef7491ebdc8c7f2bdb,False
https://www.freyerinternational.com//images/project/9.2.jpg,freyer-forensics/raw/images/9.2.jpg,9.2.jpg,images,image/jpeg,1233x630,1233,630,159995,https://www.freyerinternational.com//project,,481f7b254b157ae865d00eb5e78ca64bdac03f9c566f43c891bc8f39e6b13006,False
https://www.freyerinternational.com//images/project/10.1.jpg,freyer-forensics/raw/images/10.1.jpg,10.1.jpg,images,image/jpeg,1185x908,1185,908,156252,https://www.freyerinternational.com//project,,b92b42a3fea34f0d7bf8a3faebb4c61cedd6a009f3d2cfd7fd308dd24582e6c9,False
https://www.freyerinternational.com//images/project/10.2.jpg,freyer-forensics/raw/images/10.2.jpg,10.2.jpg,images,image/jpeg,1231x629,1231,629,150106,https://www.freyerinternational.com//project,,e2850dbc5f6df2782028881f7d61c93869b991d1e66df4ce1c541352cbbcd94c,False
https://www.freyerinternational.com//images/project/11.1.jpg,freyer-forensics/raw/images/11.1.jpg,11.1.jpg,images,image/jpeg,1272x475,1272,475,146562,https://www.freyerinternational.com//project,,c3c1171b111365efedd4587bcbb00852c350b2fe2a9112bad824e50b1cda3928,False
https://www.freyerinternational.com//images/project/11.2.jpg,freyer-forensics/raw/images/11.2.jpg,11.2.jpg,images,image/jpeg,1442x542,1442,542,146587,https://www.freyerinternational.com//project,,5ffb15997593a3ec8987f90ce6e0669d1536db26ef6d48ed6247807fd1e92f51,False
https://www.freyerinternational.com//images/project/11.3.jpg,freyer-forensics/raw/images/11.3.jpg,11.3.jpg,images,image/jpeg,1805x837,1805,837,97695,https://www.freyerinternational.com//project,,b709ec65c9d0174b157b5fabae2a0b824944a62e890791584e5d3f62a44ed3af,False
https://www.freyerinternational.com//images/project/11.4.jpg,freyer-forensics/raw/images/11.4.jpg,11.4.jpg,images,image/jpeg,1608x767,1608,767,226269,https://www.freyerinternational.com//project,,f1465194ce032cf3563f923b15fbd1152b97add62728964db336ceab3dc1f14f,False
https://www.freyerinternational.com//images/Gallery/5th Year Celebration/1.jpg,freyer-forensics/raw/images/1.jpg,1.jpg,images,image/jpeg,1000x667,1000,667,451199,https://www.freyerinternational.com//gallery,,f55b2e41737dc17891db7567ada6b282d49da4274ea0951eb14a7a5299054d46,False
https://www.freyerinternational.com//images/Gallery/aku/1.jpg,freyer-forensics/raw/images/1.jpg,1.jpg,images,image/jpeg,1600x738,1600,738,169852,https://www.freyerinternational.com//gallery,,633f55909a431829d3ac321084b3b25dfa8c6882051198930d705923feaab791,False
https://www.freyerinternational.com//images/Gallery/Office/1.jpg,freyer-forensics/raw/images/1.jpg,1.jpg,images,image/jpeg,640x480,640,480,124553,https://www.freyerinternational.com//gallery,,eb73d16bedb4f587dfbc47664b920da3a3dfa322dec9dd8e7c38f6848c223199,False
https://www.freyerinternational.com//images/Gallery/Social Events/1.jpg,freyer-forensics/raw/images/1.jpg,1.jpg,images,image/jpeg,1024x683,1024,683,127083,https://www.freyerinternational.com//gallery,,c64d720485ca73c60841e8be08f12430c2c58150779bb2877ec78da02ae3f560,False
https://www.freyerinternational.com//images/Gallery/Customer Get Together/1.jpg,freyer-forensics/raw/images/1.jpg,1.jpg,images,image/jpeg,640x480,640,480,141828,https://www.freyerinternational.com//gallery,,c50412879a01866c5b3fb696b0dfcd599a425f32f66419174122b175282119b7,False
https://www.freyerinternational.com//images/Gallery/Spirit of Independence/1.jpg,freyer-forensics/raw/images/1.jpg,1.jpg,images,image/jpeg,1280x721,1280,721,126616,https://www.freyerinternational.com//gallery,,e03a321aba4cea023cba66e5630c15d1b03d7b7530a831f7f956c641e407264f,False
https://www.freyerinternational.com//images/Gallery/80 Tons Crane/1.jpg,freyer-forensics/raw/images/1.jpg,1.jpg,images,image/jpeg,240x284,240,284,16524,https://www.freyerinternational.com//gallery,,12add541493acf57e7dfea597f790527cd77b3839a119276ddd0cf74f7ca9894,False
https://www.freyerinternational.com//images/Gallery/26 Tons Airfreight Shipment/1.jpg,freyer-forensics/raw/images/1.jpg,1.jpg,images,image/jpeg,287x231,287,231,11542,https://www.freyerinternational.com//gallery,,5cc7a6afe9d4dad7e368ca8cc07e7b4e4de4e589747132b125d6482090b258b1,False
https://www.freyerinternational.com/images/Our Network Partners/wca.png,freyer-forensics/raw/images/wca.png,wca.png,images,image/png,900x500,900,500,13270,https://www.freyerinternational.com//network partners,,31b35abcab5255d47a40717b7a4eb48f2e237d121f6c376e976e9ab807222c61,False
